Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;100.00;0.00;0.14;0.00;0.94;2023-09-01 00:00:00+02:00;8.00;59.00;2.00;57.00;2023-08-31 22:00:00+00:00;49.00;51.00;49.00
2023-09-01;1;100.00;0.00;0.14;0.00;0.94;2023-09-01 01:00:00+02:00;8.00;39.00;3.00;36.00;2023-08-31 23:00:00+00:00;44.00;44.00;44.00
2023-09-01;2;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 02:00:00+02:00;9.00;28.00;1.00;27.00;2023-09-01 00:00:00+00:00;46.00;49.00;46.00
2023-09-01;3;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 03:00:00+02:00;9.00;28.00;3.00;25.00;2023-09-01 01:00:00+00:00;50.00;46.00;50.00
2023-09-01;4;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 04:00:00+02:00;9.00;89.00;6.00;83.00;2023-09-01 02:00:00+00:00;49.00;48.00;49.00
2023-09-01;5;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 05:00:00+02:00;9.00;265.00;9.00;256.00;2023-09-01 03:00:00+00:00;50.00;51.00;50.00
2023-09-01;6;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 06:00:00+02:00;9.00;421.00;19.00;402.00;2023-09-01 04:00:00+00:00;48.00;49.00;48.00
2023-09-01;7;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 07:00:00+02:00;9.00;516.00;17.00;499.00;2023-09-01 05:00:00+00:00;47.00;46.00;47.00
2023-09-01;8;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 08:00:00+02:00;9.00;466.00;28.00;438.00;2023-09-01 06:00:00+00:00;46.00;47.00;46.00
2023-09-01;9;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 09:00:00+02:00;9.00;400.00;29.00;371.00;2023-09-01 07:00:00+00:00;47.00;46.00;47.00
2023-09-01;10;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 10:00:00+02:00;9.00;397.00;28.00;369.00;2023-09-01 08:00:00+00:00;47.00;46.00;47.00
2023-09-01;11;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 11:00:00+02:00;9.00;360.00;19.00;341.00;2023-09-01 09:00:00+00:00;49.00;49.00;49.00
2023-09-01;12;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 12:00:00+02:00;9.00;384.00;21.00;363.00;2023-09-01 10:00:00+00:00;49.00;49.00;49.00
2023-09-01;13;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 13:00:00+02:00;9.00;402.00;22.00;380.00;2023-09-01 11:00:00+00:00;48.00;48.00;48.00
2023-09-01;14;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 14:00:00+02:00;9.00;385.00;15.00;370.00;2023-09-01 12:00:00+00:00;51.00;52.00;51.00
2023-09-01;15;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 15:00:00+02:00;9.00;385.00;13.00;372.00;2023-09-01 13:00:00+00:00;50.00;50.00;50.00
2023-09-01;16;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 16:00:00+02:00;9.00;399.00;5.00;394.00;2023-09-01 14:00:00+00:00;50.00;50.00;50.00
2023-09-01;17;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 17:00:00+02:00;9.00;403.00;9.00;394.00;2023-09-01 15:00:00+00:00;48.00;48.00;48.00
2023-09-01;18;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 18:00:00+02:00;9.00;360.00;10.00;350.00;2023-09-01 16:00:00+00:00;48.00;48.00;48.00
2023-09-01;19;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 19:00:00+02:00;9.00;302.00;8.00;294.00;2023-09-01 17:00:00+00:00;50.00;51.00;49.00
2023-09-01;20;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 20:00:00+02:00;9.00;263.00;6.00;257.00;2023-09-01 18:00:00+00:00;49.00;48.00;49.00
2023-09-01;21;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 21:00:00+02:00;9.00;212.00;2.00;210.00;2023-09-01 19:00:00+00:00;48.00;46.00;48.00
2023-09-01;22;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 22:00:00+02:00;9.00;164.00;2.00;162.00;2023-09-01 20:00:00+00:00;49.00;48.00;49.00
2023-09-01;23;100.00;-1.34;-0.63;0.00;0.93;2023-09-01 23:00:00+02:00;9.00;122.00;3.00;119.00;2023-09-01 21:00:00+00:00;50.00;50.00;50.00
2023-09-02;0;100.00;-1.34;-0.63;0.00;0.93;2023-09-02 00:00:00+02:00;9.00;94.00;5.00;89.00;2023-09-01 22:00:00+00:00;48.00;50.00;48.00
2023-09-02;1;100.00;-1.34;-0.63;0.00;0.93;2023-09-02 01:00:00+02:00;9.00;71.00;0.00;71.00;2023-09-01 23:00:00+00:00;52.00;NaN;52.00
2023-09-02;2;100.00;0.00;0.47;0.00;0.92;2023-09-02 02:00:00+02:00;9.00;48.00;0.00;48.00;2023-09-02 00:00:00+00:00;50.00;NaN;50.00
2023-09-02;3;100.00;0.00;0.47;0.00;0.92;2023-09-02 03:00:00+02:00;9.00;45.00;4.00;41.00;2023-09-02 01:00:00+00:00;52.00;57.00;52.00
2023-09-02;4;100.00;0.00;0.47;0.00;0.92;2023-09-02 04:00:00+02:00;9.00;56.00;6.00;50.00;2023-09-02 02:00:00+00:00;51.00;51.00;51.00
2023-09-02;5;100.00;0.00;0.47;0.00;0.92;2023-09-02 05:00:00+02:00;9.00;92.00;3.00;89.00;2023-09-02 03:00:00+00:00;53.00;51.00;53.00
2023-09-02;6;100.00;0.00;0.47;0.00;0.92;2023-09-02 06:00:00+02:00;9.00;123.00;9.00;114.00;2023-09-02 04:00:00+00:00;53.00;53.00;53.00
2023-09-02;7;92.00;0.00;0.47;0.00;0.92;2023-09-02 07:00:00+02:00;9.00;149.00;8.00;142.00;2023-09-02 05:00:00+00:00;51.00;49.00;51.00
2023-09-02;8;100.00;0.00;0.47;0.00;0.92;2023-09-02 08:00:00+02:00;9.00;243.00;5.00;238.00;2023-09-02 06:00:00+00:00;50.00;54.00;49.00
2023-09-02;9;100.00;0.00;0.47;0.00;0.92;2023-09-02 09:00:00+02:00;9.00;339.00;9.00;330.00;2023-09-02 07:00:00+00:00;49.00;48.00;49.00
2023-09-02;10;100.00;0.00;0.47;0.00;0.92;2023-09-02 10:00:00+02:00;9.00;360.00;4.00;356.00;2023-09-02 08:00:00+00:00;49.00;47.00;49.00
2023-09-02;11;100.00;0.00;0.47;0.00;0.92;2023-09-02 11:00:00+02:00;9.00;371.00;9.00;362.00;2023-09-02 09:00:00+00:00;49.00;49.00;49.00
2023-09-02;12;100.00;0.00;0.47;0.00;0.92;2023-09-02 12:00:00+02:00;9.00;430.00;5.00;425.00;2023-09-02 10:00:00+00:00;48.00;50.00;48.00
2023-09-02;13;100.00;0.00;0.47;0.00;0.92;2023-09-02 13:00:00+02:00;9.00;405.00;12.00;393.00;2023-09-02 11:00:00+00:00;49.00;49.00;49.00
2023-09-02;14;100.00;0.00;0.47;0.00;0.92;2023-09-02 14:00:00+02:00;9.00;390.00;9.00;381.00;2023-09-02 12:00:00+00:00;51.00;50.00;51.00
2023-09-02;15;100.00;0.00;0.47;0.00;0.92;2023-09-02 15:00:00+02:00;9.00;402.00;9.00;393.00;2023-09-02 13:00:00+00:00;50.00;50.00;50.00
2023-09-02;16;100.00;0.00;0.47;0.00;0.92;2023-09-02 16:00:00+02:00;9.00;354.00;7.00;347.00;2023-09-02 14:00:00+00:00;49.00;50.00;49.00
2023-09-02;17;100.00;0.00;0.47;0.00;0.92;2023-09-02 17:00:00+02:00;9.00;387.00;5.00;382.00;2023-09-02 15:00:00+00:00;48.00;48.00;48.00
2023-09-02;18;100.00;0.00;0.47;0.00;0.92;2023-09-02 18:00:00+02:00;9.00;336.00;3.00;333.00;2023-09-02 16:00:00+00:00;48.00;46.00;48.00
2023-09-02;19;100.00;0.00;0.47;0.00;0.92;2023-09-02 19:00:00+02:00;9.00;342.00;6.00;336.00;2023-09-02 17:00:00+00:00;47.00;47.00;47.00
2023-09-02;20;100.00;0.00;0.47;0.00;0.92;2023-09-02 20:00:00+02:00;9.00;278.00;3.00;275.00;2023-09-02 18:00:00+00:00;46.00;45.00;46.00
2023-09-02;21;100.00;0.00;0.47;0.00;0.92;2023-09-02 21:00:00+02:00;9.00;255.00;0.00;255.00;2023-09-02 19:00:00+00:00;47.00;NaN;47.00
2023-09-02;22;100.00;0.00;0.47;0.00;0.92;2023-09-02 22:00:00+02:00;9.00;203.00;0.00;203.00;2023-09-02 20:00:00+00:00;46.00;NaN;46.00
2023-09-02;23;100.00;0.00;0.47;0.00;0.92;2023-09-02 23:00:00+02:00;9.00;140.00;0.00;140.00;2023-09-02 21:00:00+00:00;49.00;NaN;49.00
2023-09-03;0;100.00;0.00;0.47;0.00;0.92;2023-09-03 00:00:00+02:00;9.00;104.00;2.00;102.00;2023-09-02 22:00:00+00:00;49.00;52.00;49.00
2023-09-03;1;100.00;0.00;0.47;0.00;0.92;2023-09-03 01:00:00+02:00;9.00;95.00;2.00;93.00;2023-09-02 23:00:00+00:00;50.00;49.00;50.00
2023-09-03;2;100.00;0.00;0.48;0.00;0.92;2023-09-03 02:00:00+02:00;9.00;55.00;0.00;55.00;2023-09-03 00:00:00+00:00;51.00;NaN;51.00
2023-09-03;3;100.00;0.00;0.48;0.00;0.92;2023-09-03 03:00:00+02:00;9.00;60.00;0.00;60.00;2023-09-03 01:00:00+00:00;51.00;NaN;51.00
2023-09-03;4;100.00;0.00;0.48;0.00;0.92;2023-09-03 04:00:00+02:00;9.00;59.00;0.00;59.00;2023-09-03 02:00:00+00:00;49.00;NaN;49.00
2023-09-03;5;100.00;0.00;0.48;0.00;0.92;2023-09-03 05:00:00+02:00;9.00;69.00;0.00;69.00;2023-09-03 03:00:00+00:00;51.00;NaN;51.00
2023-09-03;6;100.00;0.00;0.48;0.00;0.92;2023-09-03 06:00:00+02:00;9.00;75.00;2.00;73.00;2023-09-03 04:00:00+00:00;55.00;56.00;55.00
2023-09-03;7;100.00;0.00;0.48;0.00;0.92;2023-09-03 07:00:00+02:00;9.00;89.00;3.00;86.00;2023-09-03 05:00:00+00:00;51.00;52.00;51.00
2023-09-03;8;100.00;0.00;0.48;0.00;0.92;2023-09-03 08:00:00+02:00;9.00;152.00;3.00;149.00;2023-09-03 06:00:00+00:00;50.00;50.00;50.00
2023-09-03;9;100.00;0.00;0.48;0.00;0.92;2023-09-03 09:00:00+02:00;9.00;234.00;2.00;232.00;2023-09-03 07:00:00+00:00;49.00;50.00;49.00
