Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;13;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 13:00:00+02:00;9.00;557.00;27.00;530.00;2023-09-01 11:00:00+00:00;44.00;44.00;44.00
2023-09-01;14;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 14:00:00+02:00;9.00;539.00;31.00;508.00;2023-09-01 12:00:00+00:00;44.00;44.00;44.00
2023-09-01;15;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 15:00:00+02:00;9.00;521.00;23.00;498.00;2023-09-01 13:00:00+00:00;45.00;45.00;45.00
2023-09-01;16;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 16:00:00+02:00;9.00;532.00;25.00;507.00;2023-09-01 14:00:00+00:00;44.00;44.00;44.00
2023-09-01;17;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 17:00:00+02:00;9.00;532.00;10.00;522.00;2023-09-01 15:00:00+00:00;45.00;44.00;45.00
2023-09-01;18;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 18:00:00+02:00;9.00;528.00;14.00;514.00;2023-09-01 16:00:00+00:00;44.00;44.00;44.00
2023-09-01;19;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 19:00:00+02:00;9.00;469.00;11.00;458.00;2023-09-01 17:00:00+00:00;43.00;43.00;43.00
2023-09-01;20;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 20:00:00+02:00;9.00;395.00;13.00;382.00;2023-09-01 18:00:00+00:00;44.00;44.00;44.00
2023-09-01;21;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 21:00:00+02:00;9.00;336.00;6.00;330.00;2023-09-01 19:00:00+00:00;44.00;45.00;44.00
2023-09-01;22;83.00;0.00;-0.39;-2.28;0.89;2023-09-01 22:00:00+02:00;9.00;337.00;8.00;329.00;2023-09-01 20:00:00+00:00;44.00;45.00;44.00
2023-09-01;23;100.00;0.00;-0.39;-2.28;0.89;2023-09-01 23:00:00+02:00;9.00;303.00;5.00;298.00;2023-09-01 21:00:00+00:00;43.00;42.00;43.00
2023-09-02;0;92.00;0.00;-0.39;-2.28;0.89;2023-09-02 00:00:00+02:00;9.00;254.00;4.00;250.00;2023-09-01 22:00:00+00:00;44.00;44.00;44.00
2023-09-02;1;100.00;0.00;-0.39;-2.28;0.89;2023-09-02 01:00:00+02:00;9.00;199.00;3.00;196.00;2023-09-01 23:00:00+00:00;46.00;46.00;46.00
