Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;100.00;NaN;-1.39;0.00;0.31;2023-09-01 00:00:00+02:00;8.00;1.00;0.00;1.00;2023-08-31 22:00:00+00:00;53.00;NaN;53.00
2023-09-01;1;100.00;NaN;-1.39;0.00;0.31;2023-09-01 01:00:00+02:00;8.00;1.00;0.00;1.00;2023-08-31 23:00:00+00:00;53.00;NaN;53.00
2023-09-01;2;100.00;-1.06;0.00;0.00;0.28;2023-09-01 02:00:00+02:00;9.00;1.00;0.00;1.00;2023-09-01 00:00:00+00:00;49.00;NaN;49.00
2023-09-01;3;100.00;-1.06;0.00;0.00;0.28;2023-09-01 03:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 01:00:00+00:00;NaN;NaN;NaN
2023-09-01;4;100.00;-1.06;0.00;0.00;0.28;2023-09-01 04:00:00+02:00;9.00;1.00;0.00;1.00;2023-09-01 02:00:00+00:00;55.00;NaN;55.00
2023-09-01;5;100.00;-1.06;0.00;0.00;0.28;2023-09-01 05:00:00+02:00;9.00;5.00;0.00;5.00;2023-09-01 03:00:00+00:00;46.00;NaN;46.00
2023-09-01;6;100.00;-1.06;0.00;0.00;0.28;2023-09-01 06:00:00+02:00;9.00;1.00;0.00;1.00;2023-09-01 04:00:00+00:00;40.00;NaN;40.00
2023-09-01;7;100.00;-1.06;0.00;0.00;0.28;2023-09-01 07:00:00+02:00;9.00;8.00;2.00;6.00;2023-09-01 05:00:00+00:00;34.00;34.00;33.00
2023-09-01;8;100.00;-1.06;0.00;0.00;0.28;2023-09-01 08:00:00+02:00;9.00;5.00;0.00;5.00;2023-09-01 06:00:00+00:00;34.00;NaN;34.00
2023-09-01;9;100.00;-1.06;0.00;0.00;0.28;2023-09-01 09:00:00+02:00;9.00;6.00;1.00;5.00;2023-09-01 07:00:00+00:00;26.00;42.00;23.00
2023-09-01;10;100.00;-1.06;0.00;0.00;0.28;2023-09-01 10:00:00+02:00;9.00;7.00;1.00;6.00;2023-09-01 08:00:00+00:00;42.00;42.00;42.00
2023-09-01;11;100.00;-1.06;0.00;0.00;0.28;2023-09-01 11:00:00+02:00;9.00;8.00;1.00;7.00;2023-09-01 09:00:00+00:00;44.00;39.00;45.00
2023-09-01;12;100.00;-1.06;0.00;0.00;0.28;2023-09-01 12:00:00+02:00;9.00;5.00;0.00;5.00;2023-09-01 10:00:00+00:00;29.00;NaN;29.00
2023-09-01;13;100.00;-1.06;0.00;0.00;0.28;2023-09-01 13:00:00+02:00;9.00;8.00;2.00;6.00;2023-09-01 11:00:00+00:00;46.00;52.00;43.00
2023-09-01;14;100.00;-1.06;0.00;0.00;0.28;2023-09-01 14:00:00+02:00;9.00;3.00;0.00;3.00;2023-09-01 12:00:00+00:00;45.00;NaN;45.00
2023-09-01;15;100.00;-1.06;0.00;0.00;0.28;2023-09-01 15:00:00+02:00;9.00;3.00;0.00;3.00;2023-09-01 13:00:00+00:00;47.00;NaN;47.00
2023-09-01;16;100.00;-1.06;0.00;0.00;0.28;2023-09-01 16:00:00+02:00;9.00;8.00;3.00;5.00;2023-09-01 14:00:00+00:00;44.00;43.00;45.00
2023-09-01;17;100.00;-1.06;0.00;0.00;0.28;2023-09-01 17:00:00+02:00;9.00;8.00;0.00;8.00;2023-09-01 15:00:00+00:00;38.00;NaN;38.00
2023-09-01;18;100.00;-1.06;0.00;0.00;0.28;2023-09-01 18:00:00+02:00;9.00;3.00;1.00;2.00;2023-09-01 16:00:00+00:00;49.00;57.00;45.00
2023-09-01;19;100.00;-1.06;0.00;0.00;0.28;2023-09-01 19:00:00+02:00;9.00;9.00;0.00;9.00;2023-09-01 17:00:00+00:00;45.00;NaN;45.00
2023-09-01;20;100.00;-1.06;0.00;0.00;0.28;2023-09-01 20:00:00+02:00;9.00;3.00;0.00;3.00;2023-09-01 18:00:00+00:00;41.00;NaN;41.00
2023-09-01;21;100.00;-1.06;0.00;0.00;0.28;2023-09-01 21:00:00+02:00;9.00;3.00;0.00;3.00;2023-09-01 19:00:00+00:00;46.00;NaN;46.00
2023-09-01;22;100.00;-1.06;0.00;0.00;0.28;2023-09-01 22:00:00+02:00;9.00;4.00;0.00;4.00;2023-09-01 20:00:00+00:00;45.00;NaN;45.00
2023-09-01;23;100.00;-1.06;0.00;0.00;0.28;2023-09-01 23:00:00+02:00;9.00;1.00;0.00;1.00;2023-09-01 21:00:00+00:00;42.00;NaN;42.00
2023-09-02;0;100.00;-1.06;0.00;0.00;0.28;2023-09-02 00:00:00+02:00;9.00;2.00;0.00;2.00;2023-09-01 22:00:00+00:00;56.00;NaN;56.00
2023-09-02;1;100.00;-1.06;0.00;0.00;0.28;2023-09-02 01:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 23:00:00+00:00;NaN;NaN;NaN
2023-09-02;2;100.00;-1.11;0.00;0.00;0.25;2023-09-02 02:00:00+02:00;9.00;1.00;0.00;1.00;2023-09-02 00:00:00+00:00;46.00;NaN;46.00
2023-09-02;3;100.00;-1.11;0.00;0.00;0.25;2023-09-02 03:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-02 01:00:00+00:00;NaN;NaN;NaN
2023-09-02;4;100.00;-1.11;0.00;0.00;0.25;2023-09-02 04:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-02 02:00:00+00:00;NaN;NaN;NaN
2023-09-02;5;100.00;-1.11;0.00;0.00;0.25;2023-09-02 05:00:00+02:00;9.00;1.00;0.00;1.00;2023-09-02 03:00:00+00:00;42.00;NaN;42.00
2023-09-02;6;100.00;-1.11;0.00;0.00;0.25;2023-09-02 06:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-02 04:00:00+00:00;NaN;NaN;NaN
2023-09-02;7;100.00;-1.11;0.00;0.00;0.25;2023-09-02 07:00:00+02:00;9.00;3.00;0.00;3.00;2023-09-02 05:00:00+00:00;49.00;NaN;49.00
