Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;100.00;0.20;0.00;0.00;0.96;2023-09-01 00:00:00+02:00;8.00;79.00;2.00;77.00;2023-08-31 22:00:00+00:00;61.00;60.00;61.00
2023-09-01;1;100.00;0.20;0.00;0.00;0.96;2023-09-01 01:00:00+02:00;8.00;31.00;0.00;31.00;2023-08-31 23:00:00+00:00;59.00;NaN;59.00
2023-09-01;2;100.00;0.07;-1.23;0.00;0.96;2023-09-01 02:00:00+02:00;9.00;22.00;0.00;22.00;2023-09-01 00:00:00+00:00;59.00;NaN;59.00
2023-09-01;3;100.00;0.07;-1.23;0.00;0.96;2023-09-01 03:00:00+02:00;9.00;24.00;0.00;24.00;2023-09-01 01:00:00+00:00;60.00;NaN;60.00
2023-09-01;4;100.00;0.07;-1.23;0.00;0.96;2023-09-01 04:00:00+02:00;9.00;42.00;1.00;41.00;2023-09-01 02:00:00+00:00;60.00;62.00;60.00
2023-09-01;5;100.00;0.07;-1.23;0.00;0.96;2023-09-01 05:00:00+02:00;9.00;184.00;3.00;181.00;2023-09-01 03:00:00+00:00;58.00;62.00;58.00
2023-09-01;6;100.00;0.07;-1.23;0.00;0.96;2023-09-01 06:00:00+02:00;9.00;369.00;4.00;365.00;2023-09-01 04:00:00+00:00;53.00;54.00;53.00
2023-09-01;7;100.00;0.07;-1.23;0.00;0.96;2023-09-01 07:00:00+02:00;9.00;537.00;12.00;525.00;2023-09-01 05:00:00+00:00;52.00;52.00;52.00
2023-09-01;8;100.00;0.07;-1.23;0.00;0.96;2023-09-01 08:00:00+02:00;9.00;563.00;16.00;547.00;2023-09-01 06:00:00+00:00;50.00;51.00;50.00
2023-09-01;9;33.00;0.07;-1.23;0.00;0.96;2023-09-01 09:00:00+02:00;9.00;489.00;12.00;477.00;2023-09-01 07:00:00+00:00;52.00;53.00;52.00
2023-09-01;18;58.00;0.07;-1.23;0.00;0.96;2023-09-01 18:00:00+02:00;9.00;655.00;7.00;648.00;2023-09-01 16:00:00+00:00;51.00;52.00;51.00
2023-09-01;19;100.00;0.07;-1.23;0.00;0.96;2023-09-01 19:00:00+02:00;9.00;510.00;4.00;506.00;2023-09-01 17:00:00+00:00;52.00;53.00;52.00
