Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;10;33.00;0.00;0.00;0.00;-0.33;2023-09-01 10:00:00+02:00;9.00;294.00;6.00;288.00;2023-09-01 08:00:00+00:00;39.00;38.00;39.00
2023-09-01;11;83.00;0.00;0.00;0.00;-0.33;2023-09-01 11:00:00+02:00;9.00;287.00;19.00;268.00;2023-09-01 09:00:00+00:00;34.00;34.00;34.00
2023-09-05;11;8.00;0.00;0.00;0.00;NaN;2023-09-05 11:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-05 09:00:00+00:00;NaN;NaN;NaN
2023-09-12;7;8.00;0.00;0.00;0.00;NaN;2023-09-12 07:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-12 05:00:00+00:00;NaN;NaN;NaN
2023-09-13;7;50.00;0.00;0.00;0.00;0.87;2023-09-13 07:00:00+02:00;9.00;254.00;12.00;242.00;2023-09-13 05:00:00+00:00;40.00;41.00;40.00
2023-09-13;8;100.00;0.00;0.00;0.00;0.87;2023-09-13 08:00:00+02:00;9.00;265.00;23.00;242.00;2023-09-13 06:00:00+00:00;38.00;37.00;38.00
2023-09-13;9;100.00;0.00;0.00;0.00;0.87;2023-09-13 09:00:00+02:00;9.00;321.00;20.00;301.00;2023-09-13 07:00:00+00:00;39.00;40.00;39.00
2023-09-13;10;100.00;0.00;0.00;0.00;0.87;2023-09-13 10:00:00+02:00;9.00;265.00;11.00;254.00;2023-09-13 08:00:00+00:00;37.00;36.00;37.00
2023-09-13;11;100.00;0.00;0.00;0.00;0.87;2023-09-13 11:00:00+02:00;9.00;253.00;12.00;241.00;2023-09-13 09:00:00+00:00;42.00;42.00;42.00
2023-09-13;12;100.00;0.00;0.00;0.00;0.87;2023-09-13 12:00:00+02:00;9.00;334.00;12.00;322.00;2023-09-13 10:00:00+00:00;38.00;38.00;38.00
2023-09-13;13;100.00;0.00;0.00;0.00;0.87;2023-09-13 13:00:00+02:00;9.00;351.00;20.00;331.00;2023-09-13 11:00:00+00:00;41.00;41.00;41.00
2023-09-13;14;100.00;0.00;0.00;0.00;0.87;2023-09-13 14:00:00+02:00;9.00;454.00;30.00;424.00;2023-09-13 12:00:00+00:00;39.00;40.00;39.00
2023-09-13;15;100.00;0.00;0.00;0.00;0.87;2023-09-13 15:00:00+02:00;9.00;472.00;6.00;466.00;2023-09-13 13:00:00+00:00;39.00;40.00;39.00
2023-09-13;16;100.00;0.00;0.00;0.00;0.87;2023-09-13 16:00:00+02:00;9.00;485.00;12.00;473.00;2023-09-13 14:00:00+00:00;39.00;41.00;39.00
2023-09-13;17;100.00;0.00;0.00;0.00;0.87;2023-09-13 17:00:00+02:00;9.00;461.00;12.00;449.00;2023-09-13 15:00:00+00:00;41.00;41.00;41.00
