Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;6;50.00;-2.70;0.00;0.00;0.45;2023-09-01 06:00:00+02:00;9.00;154.00;30.00;124.00;2023-09-01 04:00:00+00:00;43.00;43.00;43.00
2023-09-01;7;83.00;-2.70;0.00;0.00;0.45;2023-09-01 07:00:00+02:00;9.00;174.00;19.00;155.00;2023-09-01 05:00:00+00:00;43.00;43.00;43.00
2023-09-01;8;100.00;-2.70;0.00;0.00;0.45;2023-09-01 08:00:00+02:00;9.00;219.00;33.00;186.00;2023-09-01 06:00:00+00:00;43.00;43.00;43.00
2023-09-01;9;100.00;-2.70;0.00;0.00;0.45;2023-09-01 09:00:00+02:00;9.00;222.00;23.00;199.00;2023-09-01 07:00:00+00:00;45.00;45.00;44.00
2023-09-01;10;100.00;-2.70;0.00;0.00;0.45;2023-09-01 10:00:00+02:00;9.00;186.00;24.00;162.00;2023-09-01 08:00:00+00:00;47.00;48.00;46.00
2023-09-01;11;67.00;-2.70;0.00;0.00;0.45;2023-09-01 11:00:00+02:00;9.00;210.00;16.00;194.00;2023-09-01 09:00:00+00:00;46.00;47.00;46.00
2023-09-03;9;8.00;-6.15;0.00;0.00;0.68;2023-09-03 09:00:00+02:00;9.00;60.00;24.00;36.00;2023-09-03 07:00:00+00:00;40.00;40.00;40.00
2023-09-03;10;100.00;-6.15;0.00;0.00;0.68;2023-09-03 10:00:00+02:00;9.00;90.00;11.00;79.00;2023-09-03 08:00:00+00:00;46.00;46.00;46.00
2023-09-03;11;50.00;-6.15;0.00;0.00;0.68;2023-09-03 11:00:00+02:00;9.00;114.00;6.00;108.00;2023-09-03 09:00:00+00:00;48.00;46.00;48.00
2023-09-05;11;8.00;NaN;NaN;0.00;NaN;2023-09-05 11:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-05 09:00:00+00:00;NaN;NaN;NaN
2023-09-12;7;8.00;NaN;NaN;0.00;NaN;2023-09-12 07:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-12 05:00:00+00:00;NaN;NaN;NaN
2023-09-13;6;42.00;0.33;-1.43;0.00;0.80;2023-09-13 06:00:00+02:00;9.00;115.00;19.00;96.00;2023-09-13 04:00:00+00:00;50.00;50.00;49.00
2023-09-13;7;100.00;0.33;-1.43;0.00;0.80;2023-09-13 07:00:00+02:00;9.00;181.00;20.00;161.00;2023-09-13 05:00:00+00:00;44.00;45.00;44.00
2023-09-13;8;100.00;0.33;-1.43;0.00;0.80;2023-09-13 08:00:00+02:00;9.00;242.00;33.00;209.00;2023-09-13 06:00:00+00:00;44.00;45.00;44.00
2023-09-13;9;100.00;0.33;-1.43;0.00;0.80;2023-09-13 09:00:00+02:00;9.00;211.00;25.00;186.00;2023-09-13 07:00:00+00:00;46.00;47.00;46.00
2023-09-13;10;100.00;0.33;-1.43;0.00;0.80;2023-09-13 10:00:00+02:00;9.00;190.00;19.00;171.00;2023-09-13 08:00:00+00:00;46.00;45.00;46.00
2023-09-13;11;100.00;0.33;-1.43;0.00;0.80;2023-09-13 11:00:00+02:00;9.00;179.00;21.00;158.00;2023-09-13 09:00:00+00:00;46.00;46.00;46.00
2023-09-13;12;100.00;0.33;-1.43;0.00;0.80;2023-09-13 12:00:00+02:00;9.00;180.00;22.00;158.00;2023-09-13 10:00:00+00:00;47.00;47.00;47.00
2023-09-13;13;100.00;0.33;-1.43;0.00;0.80;2023-09-13 13:00:00+02:00;9.00;206.00;18.00;188.00;2023-09-13 11:00:00+00:00;46.00;46.00;46.00
2023-09-13;14;100.00;0.33;-1.43;0.00;0.80;2023-09-13 14:00:00+02:00;9.00;233.00;15.00;218.00;2023-09-13 12:00:00+00:00;45.00;44.00;45.00
