Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;83.00;0.00;0.00;0.00;0.75;2023-09-01 00:00:00+02:00;8.00;78.00;4.00;74.00;2023-08-31 22:00:00+00:00;32.00;29.00;32.00
2023-09-01;1;83.00;0.00;0.00;0.00;0.75;2023-09-01 01:00:00+02:00;8.00;67.00;1.00;66.00;2023-08-31 23:00:00+00:00;32.00;34.00;32.00
2023-09-01;2;83.00;0.00;0.00;0.00;0.73;2023-09-01 02:00:00+02:00;9.00;42.00;1.00;41.00;2023-09-01 00:00:00+00:00;35.00;35.00;35.00
2023-09-01;3;92.00;0.00;0.00;0.00;0.73;2023-09-01 03:00:00+02:00;9.00;25.00;3.00;22.00;2023-09-01 01:00:00+00:00;32.00;27.00;33.00
2023-09-01;4;83.00;0.00;0.00;0.00;0.73;2023-09-01 04:00:00+02:00;9.00;38.00;0.00;38.00;2023-09-01 02:00:00+00:00;34.00;NaN;34.00
2023-09-01;5;83.00;0.00;0.00;0.00;0.73;2023-09-01 05:00:00+02:00;9.00;55.00;2.00;53.00;2023-09-01 03:00:00+00:00;30.00;28.00;30.00
2023-09-01;6;75.00;0.00;0.00;0.00;0.73;2023-09-01 06:00:00+02:00;9.00;107.00;5.00;101.00;2023-09-01 04:00:00+00:00;30.00;32.00;30.00
2023-09-01;7;83.00;0.00;0.00;0.00;0.73;2023-09-01 07:00:00+02:00;9.00;158.00;8.00;150.00;2023-09-01 05:00:00+00:00;28.00;28.00;28.00
2023-09-01;8;50.00;0.00;0.00;0.00;0.73;2023-09-01 08:00:00+02:00;9.00;182.00;4.00;178.00;2023-09-01 06:00:00+00:00;26.00;22.00;26.00
2023-09-01;9;92.00;0.00;0.00;0.00;0.73;2023-09-01 09:00:00+02:00;9.00;184.00;12.00;172.00;2023-09-01 07:00:00+00:00;28.00;29.00;28.00
2023-09-01;10;83.00;0.00;0.00;0.00;0.73;2023-09-01 10:00:00+02:00;9.00;162.00;18.00;144.00;2023-09-01 08:00:00+00:00;26.00;26.00;25.00
2023-09-01;11;50.00;0.00;0.00;0.00;0.73;2023-09-01 11:00:00+02:00;9.00;162.00;18.00;144.00;2023-09-01 09:00:00+00:00;24.00;25.00;24.00
2023-09-01;12;58.00;0.00;0.00;0.00;0.73;2023-09-01 12:00:00+02:00;9.00;170.00;15.00;154.00;2023-09-01 10:00:00+00:00;26.00;27.00;26.00
2023-09-01;13;50.00;0.00;0.00;0.00;0.73;2023-09-01 13:00:00+02:00;9.00;140.00;4.00;136.00;2023-09-01 11:00:00+00:00;28.00;31.00;28.00
2023-09-01;14;75.00;0.00;0.00;0.00;0.73;2023-09-01 14:00:00+02:00;9.00;199.00;13.00;185.00;2023-09-01 12:00:00+00:00;23.00;26.00;23.00
2023-09-01;15;67.00;0.00;0.00;0.00;0.73;2023-09-01 15:00:00+02:00;9.00;118.00;15.00;104.00;2023-09-01 13:00:00+00:00;26.00;26.00;26.00
2023-09-01;16;75.00;0.00;0.00;0.00;0.73;2023-09-01 16:00:00+02:00;9.00;189.00;15.00;175.00;2023-09-01 14:00:00+00:00;27.00;27.00;27.00
2023-09-01;17;67.00;0.00;0.00;0.00;0.73;2023-09-01 17:00:00+02:00;9.00;171.00;9.00;162.00;2023-09-01 15:00:00+00:00;27.00;26.00;28.00
2023-09-01;18;83.00;0.00;0.00;0.00;0.73;2023-09-01 18:00:00+02:00;9.00;168.00;6.00;162.00;2023-09-01 16:00:00+00:00;29.00;26.00;29.00
2023-09-01;19;58.00;0.00;0.00;0.00;0.73;2023-09-01 19:00:00+02:00;9.00;156.00;3.00;153.00;2023-09-01 17:00:00+00:00;28.00;28.00;28.00
2023-09-01;20;58.00;0.00;0.00;0.00;0.73;2023-09-01 20:00:00+02:00;9.00;144.00;2.00;142.00;2023-09-01 18:00:00+00:00;28.00;26.00;28.00
2023-09-01;21;58.00;0.00;0.00;0.00;0.73;2023-09-01 21:00:00+02:00;9.00;132.00;3.00;129.00;2023-09-01 19:00:00+00:00;28.00;27.00;28.00
