Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;100.00;0.00;0.00;0.00;-0.10;2023-09-01 00:00:00+02:00;8.00;0.00;0.00;0.00;2023-08-31 22:00:00+00:00;NaN;NaN;NaN
2023-09-01;1;92.00;0.00;0.00;0.00;-0.10;2023-09-01 01:00:00+02:00;8.00;0.00;0.00;0.00;2023-08-31 23:00:00+00:00;NaN;NaN;NaN
2023-09-01;2;92.00;0.00;0.00;0.00;NaN;2023-09-01 02:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 00:00:00+00:00;NaN;NaN;NaN
2023-09-01;3;100.00;0.00;0.00;0.00;NaN;2023-09-01 03:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 01:00:00+00:00;NaN;NaN;NaN
2023-09-01;4;100.00;0.00;0.00;0.00;NaN;2023-09-01 04:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 02:00:00+00:00;NaN;NaN;NaN
2023-09-01;5;83.00;0.00;0.00;0.00;NaN;2023-09-01 05:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 03:00:00+00:00;NaN;NaN;NaN
2023-09-01;6;75.00;0.00;0.00;0.00;NaN;2023-09-01 06:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 04:00:00+00:00;NaN;NaN;NaN
2023-09-01;7;83.00;0.00;0.00;0.00;NaN;2023-09-01 07:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 05:00:00+00:00;NaN;NaN;NaN
2023-09-01;8;92.00;0.00;0.00;0.00;NaN;2023-09-01 08:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 06:00:00+00:00;NaN;NaN;NaN
2023-09-01;9;75.00;0.00;0.00;0.00;NaN;2023-09-01 09:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 07:00:00+00:00;NaN;NaN;NaN
2023-09-01;10;100.00;0.00;0.00;0.00;NaN;2023-09-01 10:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 08:00:00+00:00;NaN;NaN;NaN
2023-09-01;11;83.00;0.00;0.00;0.00;NaN;2023-09-01 11:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 09:00:00+00:00;NaN;NaN;NaN
2023-09-01;12;100.00;0.00;0.00;0.00;NaN;2023-09-01 12:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 10:00:00+00:00;NaN;NaN;NaN
2023-09-01;13;100.00;0.00;0.00;0.00;NaN;2023-09-01 13:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 11:00:00+00:00;NaN;NaN;NaN
2023-09-01;14;92.00;0.00;0.00;0.00;NaN;2023-09-01 14:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 12:00:00+00:00;NaN;NaN;NaN
2023-09-01;15;100.00;0.00;0.00;0.00;NaN;2023-09-01 15:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 13:00:00+00:00;NaN;NaN;NaN
2023-09-01;16;100.00;0.00;0.00;0.00;NaN;2023-09-01 16:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 14:00:00+00:00;NaN;NaN;NaN
2023-09-01;17;92.00;0.00;0.00;0.00;NaN;2023-09-01 17:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 15:00:00+00:00;NaN;NaN;NaN
2023-09-01;18;92.00;0.00;0.00;0.00;NaN;2023-09-01 18:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 16:00:00+00:00;NaN;NaN;NaN
2023-09-01;19;42.00;0.00;0.00;0.00;NaN;2023-09-01 19:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-01 17:00:00+00:00;NaN;NaN;NaN
2023-09-05;11;8.00;0.00;0.00;0.00;NaN;2023-09-05 11:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-05 09:00:00+00:00;NaN;NaN;NaN
2023-09-14;6;50.00;0.00;0.00;0.00;-0.06;2023-09-14 06:00:00+02:00;9.00;40.00;0.00;40.00;2023-09-14 04:00:00+00:00;17.00;NaN;17.00
2023-09-14;7;92.00;0.00;0.00;0.00;-0.06;2023-09-14 07:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-14 05:00:00+00:00;NaN;NaN;NaN
2023-09-14;8;100.00;0.00;0.00;0.00;-0.06;2023-09-14 08:00:00+02:00;9.00;0.00;0.00;0.00;2023-09-14 06:00:00+00:00;NaN;NaN;NaN
2023-09-14;9;75.00;0.00;0.00;0.00;-0.06;2023-09-14 09:00:00+02:00;9.00;12.00;0.00;12.00;2023-09-14 07:00:00+00:00;18.00;NaN;18.00
