Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;83.00;0.00;0.00;0.00;0.83;2023-09-01 00:00:00+02:00;8.00;25.00;23.00;2.00;2023-08-31 22:00:00+00:00;38.00;39.00;34.00
2023-09-01;1;100.00;0.00;0.00;0.00;0.83;2023-09-01 01:00:00+02:00;8.00;14.00;12.00;2.00;2023-08-31 23:00:00+00:00;31.00;31.00;30.00
2023-09-01;2;92.00;0.00;0.00;0.00;0.74;2023-09-01 02:00:00+02:00;9.00;11.00;11.00;0.00;2023-09-01 00:00:00+00:00;36.00;36.00;NaN
2023-09-01;3;100.00;0.00;0.00;0.00;0.74;2023-09-01 03:00:00+02:00;9.00;10.00;8.00;2.00;2023-09-01 01:00:00+00:00;28.00;30.00;23.00
2023-09-01;4;92.00;0.00;0.00;0.00;0.74;2023-09-01 04:00:00+02:00;9.00;24.00;20.00;4.00;2023-09-01 02:00:00+00:00;31.00;32.00;28.00
2023-09-01;5;92.00;0.00;0.00;0.00;0.74;2023-09-01 05:00:00+02:00;9.00;33.00;24.00;9.00;2023-09-01 03:00:00+00:00;30.00;32.00;24.00
2023-09-01;6;100.00;0.00;0.00;0.00;0.74;2023-09-01 06:00:00+02:00;9.00;75.00;41.00;34.00;2023-09-01 04:00:00+00:00;26.00;27.00;26.00
2023-09-01;7;75.00;0.00;0.00;0.00;0.74;2023-09-01 07:00:00+02:00;9.00;107.00;57.00;49.00;2023-09-01 05:00:00+00:00;24.00;24.00;24.00
2023-09-01;8;67.00;0.00;0.00;0.00;0.74;2023-09-01 08:00:00+02:00;9.00;219.00;105.00;114.00;2023-09-01 06:00:00+00:00;21.00;22.00;21.00
2023-09-01;9;67.00;0.00;0.00;0.00;0.74;2023-09-01 09:00:00+02:00;9.00;244.00;132.00;112.00;2023-09-01 07:00:00+00:00;21.00;22.00;21.00
2023-09-01;10;50.00;0.00;0.00;0.00;0.74;2023-09-01 10:00:00+02:00;9.00;156.00;110.00;46.00;2023-09-01 08:00:00+00:00;26.00;27.00;26.00
2023-09-01;11;50.00;0.00;0.00;0.00;0.74;2023-09-01 11:00:00+02:00;9.00;176.00;124.00;52.00;2023-09-01 09:00:00+00:00;23.00;23.00;23.00
2023-09-01;12;58.00;0.00;0.00;0.00;0.74;2023-09-01 12:00:00+02:00;9.00;147.00;101.00;46.00;2023-09-01 10:00:00+00:00;26.00;26.00;26.00
2023-09-01;13;75.00;0.00;0.00;0.00;0.74;2023-09-01 13:00:00+02:00;9.00;104.00;65.00;39.00;2023-09-01 11:00:00+00:00;25.00;25.00;25.00
2023-09-01;14;67.00;0.00;0.00;0.00;0.74;2023-09-01 14:00:00+02:00;9.00;160.00;99.00;62.00;2023-09-01 12:00:00+00:00;26.00;27.00;26.00
2023-09-01;15;50.00;0.00;0.00;0.00;0.74;2023-09-01 15:00:00+02:00;9.00;154.00;110.00;44.00;2023-09-01 13:00:00+00:00;25.00;25.00;24.00
2023-09-01;16;83.00;0.00;0.00;0.00;0.74;2023-09-01 16:00:00+02:00;9.00;160.00;112.00;48.00;2023-09-01 14:00:00+00:00;27.00;27.00;27.00
2023-09-01;17;75.00;0.00;0.00;0.00;0.74;2023-09-01 17:00:00+02:00;9.00;171.00;119.00;52.00;2023-09-01 15:00:00+00:00;28.00;29.00;28.00
2023-09-01;18;92.00;0.00;0.00;0.00;0.74;2023-09-01 18:00:00+02:00;9.00;175.00;113.00;61.00;2023-09-01 16:00:00+00:00;27.00;27.00;26.00
2023-09-01;19;67.00;0.00;0.00;0.00;0.74;2023-09-01 19:00:00+02:00;9.00;132.00;90.00;42.00;2023-09-01 17:00:00+00:00;28.00;29.00;28.00
2023-09-01;20;100.00;0.00;0.00;0.00;0.74;2023-09-01 20:00:00+02:00;9.00;119.00;98.00;21.00;2023-09-01 18:00:00+00:00;30.00;30.00;29.00
2023-09-01;21;100.00;0.00;0.00;0.00;0.74;2023-09-01 21:00:00+02:00;9.00;79.00;62.00;17.00;2023-09-01 19:00:00+00:00;29.00;29.00;28.00
