Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;100.00;NaN;-1.36;0.57;0.96;2023-09-01 00:00:00+02:00;8.00;114.00;21.00;93.00;2023-08-31 22:00:00+00:00;58.00;60.00;58.00
2023-09-01;1;100.00;NaN;-1.36;0.57;0.96;2023-09-01 01:00:00+02:00;8.00;71.00;0.00;71.00;2023-08-31 23:00:00+00:00;57.00;NaN;57.00
2023-09-01;2;100.00;NaN;0.00;0.73;0.93;2023-09-01 02:00:00+02:00;9.00;41.00;2.00;39.00;2023-09-01 00:00:00+00:00;56.00;53.00;56.00
2023-09-01;3;100.00;NaN;0.00;0.73;0.93;2023-09-01 03:00:00+02:00;9.00;35.00;1.00;34.00;2023-09-01 01:00:00+00:00;52.00;54.00;52.00
2023-09-01;4;100.00;NaN;0.00;0.73;0.93;2023-09-01 04:00:00+02:00;9.00;72.00;4.00;68.00;2023-09-01 02:00:00+00:00;48.00;45.00;48.00
2023-09-01;5;100.00;NaN;0.00;0.73;0.93;2023-09-01 05:00:00+02:00;9.00;134.00;15.00;119.00;2023-09-01 03:00:00+00:00;51.00;50.00;51.00
2023-09-01;6;100.00;NaN;0.00;0.73;0.93;2023-09-01 06:00:00+02:00;9.00;292.00;32.00;260.00;2023-09-01 04:00:00+00:00;50.00;50.00;50.00
2023-09-01;7;100.00;NaN;0.00;0.73;0.93;2023-09-01 07:00:00+02:00;9.00;398.00;41.00;357.00;2023-09-01 05:00:00+00:00;48.00;48.00;48.00
2023-09-01;8;100.00;NaN;0.00;0.73;0.93;2023-09-01 08:00:00+02:00;9.00;396.00;38.00;358.00;2023-09-01 06:00:00+00:00;47.00;47.00;47.00
2023-09-01;9;100.00;NaN;0.00;0.73;0.93;2023-09-01 09:00:00+02:00;9.00;415.00;43.00;372.00;2023-09-01 07:00:00+00:00;47.00;47.00;47.00
2023-09-01;10;100.00;NaN;0.00;0.73;0.93;2023-09-01 10:00:00+02:00;9.00;415.00;231.00;184.00;2023-09-01 08:00:00+00:00;50.00;51.00;50.00
2023-09-01;11;100.00;NaN;0.00;0.73;0.93;2023-09-01 11:00:00+02:00;9.00;479.00;357.00;122.00;2023-09-01 09:00:00+00:00;53.00;53.00;52.00
2023-09-01;12;100.00;NaN;0.00;0.73;0.93;2023-09-01 12:00:00+02:00;9.00;496.00;388.00;108.00;2023-09-01 10:00:00+00:00;55.00;55.00;54.00
2023-09-01;13;100.00;NaN;0.00;0.73;0.93;2023-09-01 13:00:00+02:00;9.00;556.00;284.00;272.00;2023-09-01 11:00:00+00:00;54.00;55.00;54.00
2023-09-01;14;100.00;NaN;0.00;0.73;0.93;2023-09-01 14:00:00+02:00;9.00;638.00;186.00;452.00;2023-09-01 12:00:00+00:00;52.00;52.00;51.00
2023-09-01;15;100.00;NaN;0.00;0.73;0.93;2023-09-01 15:00:00+02:00;9.00;637.00;150.00;487.00;2023-09-01 13:00:00+00:00;54.00;54.00;54.00
2023-09-01;16;100.00;NaN;0.00;0.73;0.93;2023-09-01 16:00:00+02:00;9.00;625.00;232.00;393.00;2023-09-01 14:00:00+00:00;54.00;54.00;54.00
2023-09-01;17;100.00;NaN;0.00;0.73;0.93;2023-09-01 17:00:00+02:00;9.00;506.00;212.00;294.00;2023-09-01 15:00:00+00:00;56.00;56.00;56.00
2023-09-01;18;100.00;NaN;0.00;0.73;0.93;2023-09-01 18:00:00+02:00;9.00;509.00;251.00;258.00;2023-09-01 16:00:00+00:00;55.00;56.00;54.00
2023-09-01;19;100.00;NaN;0.00;0.73;0.93;2023-09-01 19:00:00+02:00;9.00;361.00;163.00;198.00;2023-09-01 17:00:00+00:00;55.00;55.00;56.00
2023-09-01;20;100.00;NaN;0.00;0.73;0.93;2023-09-01 20:00:00+02:00;9.00;323.00;91.00;232.00;2023-09-01 18:00:00+00:00;53.00;53.00;53.00
2023-09-01;21;100.00;NaN;0.00;0.73;0.93;2023-09-01 21:00:00+02:00;9.00;282.00;55.00;227.00;2023-09-01 19:00:00+00:00;55.00;55.00;55.00
2023-09-01;22;100.00;NaN;0.00;0.73;0.93;2023-09-01 22:00:00+02:00;9.00;217.00;48.00;169.00;2023-09-01 20:00:00+00:00;56.00;57.00;55.00
2023-09-01;23;100.00;NaN;0.00;0.73;0.93;2023-09-01 23:00:00+02:00;9.00;186.00;9.00;177.00;2023-09-01 21:00:00+00:00;53.00;55.00;53.00
2023-09-02;0;100.00;NaN;0.00;0.73;0.93;2023-09-02 00:00:00+02:00;9.00;172.00;4.00;168.00;2023-09-01 22:00:00+00:00;52.00;53.00;52.00
2023-09-02;1;100.00;NaN;0.00;0.73;0.93;2023-09-02 01:00:00+02:00;9.00;93.00;0.00;93.00;2023-09-01 23:00:00+00:00;55.00;NaN;55.00
