Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;100.00;0.00;0.98;0.87;0.90;2023-09-01 00:00:00+02:00;8.00;51.00;2.00;49.00;2023-08-31 22:00:00+00:00;49.00;51.00;49.00
2023-09-01;1;100.00;0.00;0.98;0.87;0.90;2023-09-01 01:00:00+02:00;8.00;33.00;0.00;33.00;2023-08-31 23:00:00+00:00;47.00;NaN;47.00
2023-09-01;2;100.00;0.00;0.30;0.44;0.89;2023-09-01 02:00:00+02:00;9.00;26.00;0.00;26.00;2023-09-01 00:00:00+00:00;51.00;NaN;51.00
2023-09-01;3;100.00;0.00;0.30;0.44;0.89;2023-09-01 03:00:00+02:00;9.00;25.00;0.00;25.00;2023-09-01 01:00:00+00:00;50.00;NaN;50.00
2023-09-01;4;100.00;0.00;0.30;0.44;0.89;2023-09-01 04:00:00+02:00;9.00;22.00;2.00;20.00;2023-09-01 02:00:00+00:00;50.00;50.00;49.00
2023-09-01;5;100.00;0.00;0.30;0.44;0.89;2023-09-01 05:00:00+02:00;9.00;58.00;2.00;56.00;2023-09-01 03:00:00+00:00;52.00;52.00;52.00
2023-09-01;6;100.00;0.00;0.30;0.44;0.89;2023-09-01 06:00:00+02:00;9.00;120.00;1.00;119.00;2023-09-01 04:00:00+00:00;48.00;45.00;48.00
2023-09-01;7;100.00;0.00;0.30;0.44;0.89;2023-09-01 07:00:00+02:00;9.00;204.00;5.00;199.00;2023-09-01 05:00:00+00:00;48.00;48.00;48.00
2023-09-01;8;100.00;0.00;0.30;0.44;0.89;2023-09-01 08:00:00+02:00;9.00;289.00;8.00;281.00;2023-09-01 06:00:00+00:00;43.00;44.00;43.00
2023-09-01;9;100.00;0.00;0.30;0.44;0.89;2023-09-01 09:00:00+02:00;9.00;256.00;18.00;238.00;2023-09-01 07:00:00+00:00;46.00;45.00;46.00
2023-09-01;10;100.00;0.00;0.30;0.44;0.89;2023-09-01 10:00:00+02:00;9.00;219.00;8.00;211.00;2023-09-01 08:00:00+00:00;47.00;46.00;47.00
2023-09-01;11;100.00;0.00;0.30;0.44;0.89;2023-09-01 11:00:00+02:00;9.00;242.00;20.00;222.00;2023-09-01 09:00:00+00:00;50.00;50.00;50.00
2023-09-01;12;100.00;0.00;0.30;0.44;0.89;2023-09-01 12:00:00+02:00;9.00;239.00;8.00;231.00;2023-09-01 10:00:00+00:00;49.00;48.00;49.00
2023-09-01;13;92.00;0.00;0.30;0.44;0.89;2023-09-01 13:00:00+02:00;9.00;248.00;13.00;235.00;2023-09-01 11:00:00+00:00;50.00;51.00;50.00
2023-09-01;14;92.00;0.00;0.30;0.44;0.89;2023-09-01 14:00:00+02:00;9.00;230.00;7.00;224.00;2023-09-01 12:00:00+00:00;51.00;50.00;51.00
2023-09-01;15;100.00;0.00;0.30;0.44;0.89;2023-09-01 15:00:00+02:00;9.00;244.00;7.00;237.00;2023-09-01 13:00:00+00:00;50.00;50.00;50.00
2023-09-01;16;100.00;0.00;0.30;0.44;0.89;2023-09-01 16:00:00+02:00;9.00;249.00;5.00;244.00;2023-09-01 14:00:00+00:00;50.00;50.00;50.00
2023-09-01;17;100.00;0.00;0.30;0.44;0.89;2023-09-01 17:00:00+02:00;9.00;259.00;5.00;254.00;2023-09-01 15:00:00+00:00;50.00;50.00;50.00
2023-09-01;18;100.00;0.00;0.30;0.44;0.89;2023-09-01 18:00:00+02:00;9.00;241.00;7.00;234.00;2023-09-01 16:00:00+00:00;48.00;48.00;48.00
2023-09-01;19;100.00;0.00;0.30;0.44;0.89;2023-09-01 19:00:00+02:00;9.00;219.00;4.00;215.00;2023-09-01 17:00:00+00:00;49.00;48.00;49.00
2023-09-01;20;100.00;0.00;0.30;0.44;0.89;2023-09-01 20:00:00+02:00;9.00;202.00;4.00;198.00;2023-09-01 18:00:00+00:00;50.00;50.00;50.00
2023-09-01;21;100.00;0.00;0.30;0.44;0.89;2023-09-01 21:00:00+02:00;9.00;148.00;0.00;148.00;2023-09-01 19:00:00+00:00;49.00;NaN;49.00
2023-09-01;22;100.00;0.00;0.30;0.44;0.89;2023-09-01 22:00:00+02:00;9.00;146.00;1.00;145.00;2023-09-01 20:00:00+00:00;49.00;51.00;49.00
2023-09-01;23;100.00;0.00;0.30;0.44;0.89;2023-09-01 23:00:00+02:00;9.00;123.00;0.00;123.00;2023-09-01 21:00:00+00:00;48.00;NaN;48.00
2023-09-02;0;100.00;0.00;0.30;0.44;0.89;2023-09-02 00:00:00+02:00;9.00;94.00;1.00;93.00;2023-09-01 22:00:00+00:00;50.00;48.00;50.00
2023-09-02;1;100.00;0.00;0.30;0.44;0.89;2023-09-02 01:00:00+02:00;9.00;66.00;2.00;64.00;2023-09-01 23:00:00+00:00;50.00;51.00;50.00
2023-09-02;2;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 02:00:00+02:00;9.00;39.00;0.00;39.00;2023-09-02 00:00:00+00:00;49.00;NaN;49.00
2023-09-02;3;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 03:00:00+02:00;9.00;25.00;0.00;25.00;2023-09-02 01:00:00+00:00;52.00;NaN;52.00
2023-09-02;4;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 04:00:00+02:00;9.00;47.00;0.00;47.00;2023-09-02 02:00:00+00:00;50.00;NaN;50.00
2023-09-02;5;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 05:00:00+02:00;9.00;33.00;1.00;32.00;2023-09-02 03:00:00+00:00;52.00;48.00;52.00
2023-09-02;6;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 06:00:00+02:00;9.00;34.00;3.00;31.00;2023-09-02 04:00:00+00:00;49.00;50.00;49.00
2023-09-02;7;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 07:00:00+02:00;9.00;70.00;1.00;69.00;2023-09-02 05:00:00+00:00;48.00;44.00;48.00
2023-09-02;8;92.00;-3.09;-0.23;-0.27;0.88;2023-09-02 08:00:00+02:00;9.00;91.00;1.00;89.00;2023-09-02 06:00:00+00:00;46.00;46.00;46.00
2023-09-02;9;92.00;-3.09;-0.23;-0.27;0.88;2023-09-02 09:00:00+02:00;9.00;120.00;2.00;118.00;2023-09-02 07:00:00+00:00;44.00;42.00;44.00
2023-09-02;10;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 10:00:00+02:00;9.00;152.00;5.00;147.00;2023-09-02 08:00:00+00:00;48.00;47.00;48.00
2023-09-02;11;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 11:00:00+02:00;9.00;150.00;3.00;147.00;2023-09-02 09:00:00+00:00;51.00;52.00;51.00
2023-09-02;12;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 12:00:00+02:00;9.00;184.00;8.00;176.00;2023-09-02 10:00:00+00:00;49.00;50.00;49.00
2023-09-02;13;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 13:00:00+02:00;9.00;225.00;3.00;222.00;2023-09-02 11:00:00+00:00;48.00;47.00;48.00
2023-09-02;14;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 14:00:00+02:00;9.00;217.00;3.00;214.00;2023-09-02 12:00:00+00:00;50.00;50.00;50.00
2023-09-02;15;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 15:00:00+02:00;9.00;238.00;3.00;235.00;2023-09-02 13:00:00+00:00;49.00;47.00;49.00
2023-09-02;16;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 16:00:00+02:00;9.00;228.00;3.00;225.00;2023-09-02 14:00:00+00:00;50.00;51.00;50.00
2023-09-02;17;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 17:00:00+02:00;9.00;229.00;5.00;224.00;2023-09-02 15:00:00+00:00;48.00;49.00;48.00
2023-09-02;18;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 18:00:00+02:00;9.00;223.00;3.00;220.00;2023-09-02 16:00:00+00:00;47.00;46.00;47.00
2023-09-02;19;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 19:00:00+02:00;9.00;257.00;4.00;253.00;2023-09-02 17:00:00+00:00;46.00;46.00;46.00
2023-09-02;20;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 20:00:00+02:00;9.00;165.00;2.00;163.00;2023-09-02 18:00:00+00:00;47.00;46.00;47.00
2023-09-02;21;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 21:00:00+02:00;9.00;126.00;0.00;126.00;2023-09-02 19:00:00+00:00;48.00;NaN;48.00
2023-09-02;22;100.00;-3.09;-0.23;-0.27;0.88;2023-09-02 22:00:00+02:00;9.00;134.00;0.00;134.00;2023-09-02 20:00:00+00:00;45.00;NaN;45.00
2023-09-02;23;92.00;-3.09;-0.23;-0.27;0.88;2023-09-02 23:00:00+02:00;9.00;132.00;1.00;131.00;2023-09-02 21:00:00+00:00;46.00;50.00;46.00
2023-09-03;0;100.00;-3.09;-0.23;-0.27;0.88;2023-09-03 00:00:00+02:00;9.00;101.00;0.00;101.00;2023-09-02 22:00:00+00:00;51.00;NaN;51.00
2023-09-03;1;100.00;-3.09;-0.23;-0.27;0.88;2023-09-03 01:00:00+02:00;9.00;79.00;0.00;79.00;2023-09-02 23:00:00+00:00;51.00;NaN;51.00
2023-09-03;2;100.00;0.00;-0.09;0.25;0.86;2023-09-03 02:00:00+02:00;9.00;68.00;0.00;68.00;2023-09-03 00:00:00+00:00;53.00;NaN;53.00
2023-09-03;3;100.00;0.00;-0.09;0.25;0.86;2023-09-03 03:00:00+02:00;9.00;34.00;1.00;33.00;2023-09-03 01:00:00+00:00;49.00;48.00;49.00
2023-09-03;4;100.00;0.00;-0.09;0.25;0.86;2023-09-03 04:00:00+02:00;9.00;33.00;0.00;33.00;2023-09-03 02:00:00+00:00;50.00;NaN;50.00
2023-09-03;5;100.00;0.00;-0.09;0.25;0.86;2023-09-03 05:00:00+02:00;9.00;36.00;0.00;36.00;2023-09-03 03:00:00+00:00;49.00;NaN;49.00
2023-09-03;6;100.00;0.00;-0.09;0.25;0.86;2023-09-03 06:00:00+02:00;9.00;23.00;3.00;20.00;2023-09-03 04:00:00+00:00;52.00;48.00;53.00
2023-09-03;7;100.00;0.00;-0.09;0.25;0.86;2023-09-03 07:00:00+02:00;9.00;45.00;2.00;43.00;2023-09-03 05:00:00+00:00;51.00;62.00;50.00
2023-09-03;8;100.00;0.00;-0.09;0.25;0.86;2023-09-03 08:00:00+02:00;9.00;59.00;2.00;57.00;2023-09-03 06:00:00+00:00;49.00;50.00;48.00
