Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;25.00;1.06;0.00;0.00;0.72;2023-09-01 00:00:00+02:00;8.00;48.00;0.00;48.00;2023-08-31 22:00:00+00:00;40.00;NaN;40.00
2023-09-01;1;50.00;1.06;0.00;0.00;0.72;2023-09-01 01:00:00+02:00;8.00;30.00;4.00;26.00;2023-08-31 23:00:00+00:00;38.00;34.00;39.00
2023-09-01;2;58.00;0.27;0.00;0.00;0.86;2023-09-01 02:00:00+02:00;9.00;33.00;0.00;33.00;2023-09-01 00:00:00+00:00;31.00;NaN;31.00
2023-09-01;3;50.00;0.27;0.00;0.00;0.86;2023-09-01 03:00:00+02:00;9.00;10.00;2.00;8.00;2023-09-01 01:00:00+00:00;37.00;36.00;38.00
2023-09-01;4;8.00;0.27;0.00;0.00;0.86;2023-09-01 04:00:00+02:00;9.00;12.00;0.00;12.00;2023-09-01 02:00:00+00:00;40.00;NaN;40.00
2023-09-01;6;8.00;0.27;0.00;0.00;0.86;2023-09-01 06:00:00+02:00;9.00;72.00;12.00;60.00;2023-09-01 04:00:00+00:00;41.00;41.00;41.00
2023-09-01;8;8.00;0.27;0.00;0.00;0.86;2023-09-01 08:00:00+02:00;9.00;360.00;12.00;348.00;2023-09-01 06:00:00+00:00;15.00;15.00;15.00
2023-09-01;17;8.00;0.27;0.00;0.00;0.86;2023-09-01 17:00:00+02:00;9.00;204.00;12.00;192.00;2023-09-01 15:00:00+00:00;40.00;40.00;40.00
2023-09-01;18;8.00;0.27;0.00;0.00;0.86;2023-09-01 18:00:00+02:00;9.00;156.00;12.00;144.00;2023-09-01 16:00:00+00:00;38.00;38.00;38.00
2023-09-01;19;17.00;0.27;0.00;0.00;0.86;2023-09-01 19:00:00+02:00;9.00;102.00;12.00;90.00;2023-09-01 17:00:00+00:00;39.00;39.00;39.00
2023-09-01;20;42.00;0.27;0.00;0.00;0.86;2023-09-01 20:00:00+02:00;9.00;106.00;10.00;96.00;2023-09-01 18:00:00+00:00;38.00;33.00;38.00
2023-09-01;21;50.00;0.27;0.00;0.00;0.86;2023-09-01 21:00:00+02:00;9.00;58.00;0.00;58.00;2023-09-01 19:00:00+00:00;39.00;NaN;39.00
2023-09-01;22;42.00;0.27;0.00;0.00;0.86;2023-09-01 22:00:00+02:00;9.00;46.00;7.00;38.00;2023-09-01 20:00:00+00:00;38.00;35.00;39.00
2023-09-01;23;42.00;0.27;0.00;0.00;0.86;2023-09-01 23:00:00+02:00;9.00;46.00;0.00;46.00;2023-09-01 21:00:00+00:00;38.00;NaN;38.00
2023-09-02;0;50.00;0.27;0.00;0.00;0.86;2023-09-02 00:00:00+02:00;9.00;32.00;2.00;30.00;2023-09-01 22:00:00+00:00;41.00;36.00;41.00
2023-09-02;1;50.00;0.27;0.00;0.00;0.86;2023-09-02 01:00:00+02:00;9.00;40.00;6.00;34.00;2023-09-01 23:00:00+00:00;38.00;36.00;38.00
2023-09-02;2;58.00;-0.57;-1.53;0.00;0.68;2023-09-02 02:00:00+02:00;9.00;28.00;3.00;25.00;2023-09-02 00:00:00+00:00;39.00;33.00;40.00
2023-09-02;3;67.00;-0.57;-1.53;0.00;0.68;2023-09-02 03:00:00+02:00;9.00;45.00;9.00;36.00;2023-09-02 01:00:00+00:00;38.00;37.00;38.00
2023-09-02;4;42.00;-0.57;-1.53;0.00;0.68;2023-09-02 04:00:00+02:00;9.00;43.00;5.00;38.00;2023-09-02 02:00:00+00:00;38.00;34.00;39.00
2023-09-02;5;42.00;-0.57;-1.53;0.00;0.68;2023-09-02 05:00:00+02:00;9.00;12.00;0.00;12.00;2023-09-02 03:00:00+00:00;39.00;NaN;39.00
2023-09-02;6;58.00;-0.57;-1.53;0.00;0.68;2023-09-02 06:00:00+02:00;9.00;36.00;10.00;26.00;2023-09-02 04:00:00+00:00;43.00;41.00;44.00
2023-09-02;7;50.00;-0.57;-1.53;0.00;0.68;2023-09-02 07:00:00+02:00;9.00;56.00;10.00;46.00;2023-09-02 05:00:00+00:00;43.00;44.00;43.00
