Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;75.00;-2.10;0.00;0.00;0.26;2023-09-01 00:00:00+02:00;8.00;453.00;131.00;323.00;2023-08-31 22:00:00+00:00;30.00;30.00;29.00
2023-09-01;1;75.00;-2.10;0.00;0.00;0.26;2023-09-01 01:00:00+02:00;8.00;561.00;355.00;207.00;2023-08-31 23:00:00+00:00;31.00;31.00;30.00
2023-09-01;2;75.00;-1.64;-1.31;0.00;0.28;2023-09-01 02:00:00+02:00;9.00;708.00;636.00;72.00;2023-09-01 00:00:00+00:00;34.00;34.00;34.00
2023-09-01;3;67.00;-1.64;-1.31;0.00;0.28;2023-09-01 03:00:00+02:00;9.00;694.00;602.00;93.00;2023-09-01 01:00:00+00:00;34.00;35.00;29.00
2023-09-01;4;75.00;-1.64;-1.31;0.00;0.28;2023-09-01 04:00:00+02:00;9.00;623.00;444.00;179.00;2023-09-01 02:00:00+00:00;27.00;27.00;27.00
2023-09-01;5;75.00;-1.64;-1.31;0.00;0.28;2023-09-01 05:00:00+02:00;9.00;607.00;75.00;532.00;2023-09-01 03:00:00+00:00;28.00;27.00;28.00
2023-09-01;6;75.00;-1.64;-1.31;0.00;0.28;2023-09-01 06:00:00+02:00;9.00;660.00;191.00;469.00;2023-09-01 04:00:00+00:00;37.00;40.00;36.00
2023-09-01;7;67.00;-1.64;-1.31;0.00;0.28;2023-09-01 07:00:00+02:00;9.00;732.00;316.00;416.00;2023-09-01 05:00:00+00:00;35.00;37.00;35.00
2023-09-01;8;75.00;-1.64;-1.31;0.00;0.28;2023-09-01 08:00:00+02:00;9.00;517.00;280.00;237.00;2023-09-01 06:00:00+00:00;35.00;36.00;33.00
2023-09-01;9;83.00;-1.64;-1.31;0.00;0.28;2023-09-01 09:00:00+02:00;9.00;330.00;196.00;134.00;2023-09-01 07:00:00+00:00;37.00;38.00;36.00
2023-09-01;10;83.00;-1.64;-1.31;0.00;0.28;2023-09-01 10:00:00+02:00;9.00;425.00;174.00;251.00;2023-09-01 08:00:00+00:00;36.00;36.00;35.00
2023-09-01;11;67.00;-1.64;-1.31;0.00;0.28;2023-09-01 11:00:00+02:00;9.00;477.00;194.00;284.00;2023-09-01 09:00:00+00:00;42.00;42.00;42.00
2023-09-01;12;83.00;-1.64;-1.31;0.00;0.28;2023-09-01 12:00:00+02:00;9.00;488.00;214.00;275.00;2023-09-01 10:00:00+00:00;47.00;47.00;47.00
2023-09-01;13;83.00;-1.64;-1.31;0.00;0.28;2023-09-01 13:00:00+02:00;9.00;464.00;191.00;274.00;2023-09-01 11:00:00+00:00;37.00;37.00;37.00
2023-09-01;14;83.00;-1.64;-1.31;0.00;0.28;2023-09-01 14:00:00+02:00;9.00;529.00;262.00;268.00;2023-09-01 12:00:00+00:00;42.00;42.00;42.00
