Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;0;92.00;0.00;0.00;0.00;0.92;2023-09-01 00:00:00+02:00;8.00;220.00;77.00;143.00;2023-08-31 22:00:00+00:00;46.00;47.00;46.00
2023-09-01;1;83.00;0.00;0.00;0.00;0.92;2023-09-01 01:00:00+02:00;8.00;121.00;73.00;48.00;2023-08-31 23:00:00+00:00;47.00;47.00;46.00
2023-09-01;2;83.00;0.00;0.00;0.00;0.96;2023-09-01 02:00:00+02:00;9.00;101.00;77.00;24.00;2023-09-01 00:00:00+00:00;47.00;47.00;47.00
2023-09-01;3;92.00;0.00;0.00;0.00;0.96;2023-09-01 03:00:00+02:00;9.00;77.00;62.00;15.00;2023-09-01 01:00:00+00:00;45.00;45.00;46.00
2023-09-01;4;75.00;0.00;0.00;0.00;0.96;2023-09-01 04:00:00+02:00;9.00;109.00;85.00;24.00;2023-09-01 02:00:00+00:00;48.00;47.00;51.00
2023-09-01;5;92.00;0.00;0.00;0.00;0.96;2023-09-01 05:00:00+02:00;9.00;315.00;221.00;94.00;2023-09-01 03:00:00+00:00;43.00;43.00;44.00
2023-09-01;6;50.00;0.00;0.00;0.00;0.96;2023-09-01 06:00:00+02:00;9.00;498.00;360.00;138.00;2023-09-01 04:00:00+00:00;41.00;41.00;41.00
2023-09-01;7;17.00;0.00;0.00;0.00;0.96;2023-09-01 07:00:00+02:00;9.00;612.00;288.00;324.00;2023-09-01 05:00:00+00:00;40.00;40.00;40.00
2023-09-01;9;50.00;0.00;0.00;0.00;0.96;2023-09-01 09:00:00+02:00;9.00;802.00;30.00;772.00;2023-09-01 07:00:00+00:00;18.00;18.00;18.00
2023-09-01;10;92.00;0.00;0.00;0.00;0.96;2023-09-01 10:00:00+02:00;9.00;787.00;48.00;739.00;2023-09-01 08:00:00+00:00;29.00;29.00;29.00
2023-09-01;11;67.00;0.00;0.00;0.00;0.96;2023-09-01 11:00:00+02:00;9.00;776.00;86.00;690.00;2023-09-01 09:00:00+00:00;35.00;35.00;35.00
2023-09-01;12;92.00;0.00;0.00;0.00;0.96;2023-09-01 12:00:00+02:00;9.00;778.00;122.00;656.00;2023-09-01 10:00:00+00:00;27.00;35.00;26.00
2023-09-01;13;75.00;0.00;0.00;0.00;0.96;2023-09-01 13:00:00+02:00;9.00;831.00;195.00;636.00;2023-09-01 11:00:00+00:00;33.00;35.00;32.00
2023-09-01;14;92.00;0.00;0.00;0.00;0.96;2023-09-01 14:00:00+02:00;9.00;833.00;45.00;789.00;2023-09-01 12:00:00+00:00;31.00;33.00;31.00
2023-09-01;15;75.00;0.00;0.00;0.00;0.96;2023-09-01 15:00:00+02:00;9.00;855.00;29.00;825.00;2023-09-01 13:00:00+00:00;22.00;22.00;22.00
2023-09-01;16;100.00;0.00;0.00;0.00;0.96;2023-09-01 16:00:00+02:00;9.00;797.00;185.00;612.00;2023-09-01 14:00:00+00:00;35.00;37.00;34.00
2023-09-01;17;92.00;0.00;0.00;0.00;0.96;2023-09-01 17:00:00+02:00;9.00;844.00;50.00;794.00;2023-09-01 15:00:00+00:00;33.00;33.00;33.00
2023-09-01;18;67.00;0.00;0.00;0.00;0.96;2023-09-01 18:00:00+02:00;9.00;850.00;94.00;756.00;2023-09-01 16:00:00+00:00;25.00;28.00;25.00
2023-09-01;19;83.00;0.00;0.00;0.00;0.96;2023-09-01 19:00:00+02:00;9.00;754.00;146.00;607.00;2023-09-01 17:00:00+00:00;35.00;39.00;35.00
2023-09-01;20;67.00;0.00;0.00;0.00;0.96;2023-09-01 20:00:00+02:00;9.00;584.00;75.00;508.00;2023-09-01 18:00:00+00:00;41.00;41.00;41.00
2023-09-01;21;92.00;0.00;0.00;0.00;0.96;2023-09-01 21:00:00+02:00;9.00;422.00;116.00;307.00;2023-09-01 19:00:00+00:00;44.00;43.00;44.00
2023-09-01;22;83.00;0.00;0.00;0.00;0.96;2023-09-01 22:00:00+02:00;9.00;367.00;125.00;242.00;2023-09-01 20:00:00+00:00;43.00;43.00;43.00
2023-09-01;23;83.00;0.00;0.00;0.00;0.96;2023-09-01 23:00:00+02:00;9.00;247.00;80.00;167.00;2023-09-01 21:00:00+00:00;44.00;44.00;43.00
2023-09-02;0;75.00;0.00;0.00;0.00;0.96;2023-09-02 00:00:00+02:00;9.00;197.00;20.00;177.00;2023-09-01 22:00:00+00:00;46.00;45.00;46.00
2023-09-02;1;92.00;0.00;0.00;0.00;0.96;2023-09-02 01:00:00+02:00;9.00;82.00;2.00;80.00;2023-09-01 23:00:00+00:00;47.00;46.00;47.00
2023-09-02;2;100.00;0.00;0.00;0.00;0.94;2023-09-02 02:00:00+02:00;9.00;86.00;12.00;74.00;2023-09-02 00:00:00+00:00;47.00;46.00;47.00
2023-09-02;3;83.00;0.00;0.00;0.00;0.94;2023-09-02 03:00:00+02:00;9.00;49.00;6.00;43.00;2023-09-02 01:00:00+00:00;49.00;49.00;49.00
2023-09-02;4;100.00;0.00;0.00;0.00;0.94;2023-09-02 04:00:00+02:00;9.00;67.00;18.00;49.00;2023-09-02 02:00:00+00:00;47.00;47.00;47.00
2023-09-02;5;67.00;0.00;0.00;0.00;0.94;2023-09-02 05:00:00+02:00;9.00;118.00;51.00;68.00;2023-09-02 03:00:00+00:00;49.00;48.00;50.00
2023-09-02;6;100.00;0.00;0.00;0.00;0.94;2023-09-02 06:00:00+02:00;9.00;188.00;48.00;140.00;2023-09-02 04:00:00+00:00;49.00;49.00;49.00
2023-09-02;7;75.00;0.00;0.00;0.00;0.94;2023-09-02 07:00:00+02:00;9.00;219.00;88.00;131.00;2023-09-02 05:00:00+00:00;46.00;46.00;46.00
2023-09-02;8;92.00;0.00;0.00;0.00;0.94;2023-09-02 08:00:00+02:00;9.00;394.00;52.00;341.00;2023-09-02 06:00:00+00:00;43.00;43.00;44.00
2023-09-02;9;83.00;0.00;0.00;0.00;0.94;2023-09-02 09:00:00+02:00;9.00;587.00;98.00;488.00;2023-09-02 07:00:00+00:00;41.00;42.00;41.00
2023-09-02;10;92.00;0.00;0.00;0.00;0.94;2023-09-02 10:00:00+02:00;9.00;637.00;26.00;611.00;2023-09-02 08:00:00+00:00;42.00;40.00;42.00
2023-09-02;11;100.00;0.00;0.00;0.00;0.94;2023-09-02 11:00:00+02:00;9.00;676.00;31.00;645.00;2023-09-02 09:00:00+00:00;40.00;40.00;40.00
2023-09-02;12;75.00;0.00;0.00;0.00;0.94;2023-09-02 12:00:00+02:00;9.00;765.00;48.00;717.00;2023-09-02 10:00:00+00:00;43.00;42.00;43.00
2023-09-02;13;92.00;0.00;0.00;0.00;0.94;2023-09-02 13:00:00+02:00;9.00;734.00;240.00;494.00;2023-09-02 11:00:00+00:00;40.00;40.00;40.00
2023-09-02;14;75.00;0.00;0.00;0.00;0.94;2023-09-02 14:00:00+02:00;9.00;827.00;217.00;609.00;2023-09-02 12:00:00+00:00;39.00;37.00;40.00
2023-09-02;15;83.00;0.00;0.00;0.00;0.94;2023-09-02 15:00:00+02:00;9.00;744.00;398.00;346.00;2023-09-02 13:00:00+00:00;42.00;42.00;41.00
2023-09-02;16;75.00;0.00;0.00;0.00;0.94;2023-09-02 16:00:00+02:00;9.00;709.00;117.00;592.00;2023-09-02 14:00:00+00:00;40.00;41.00;39.00
2023-09-02;17;100.00;0.00;0.00;0.00;0.94;2023-09-02 17:00:00+02:00;9.00;720.00;196.00;524.00;2023-09-02 15:00:00+00:00;43.00;44.00;43.00
2023-09-02;18;100.00;0.00;0.00;0.00;0.94;2023-09-02 18:00:00+02:00;9.00;759.00;193.00;566.00;2023-09-02 16:00:00+00:00;30.00;37.00;27.00
2023-09-02;19;75.00;0.00;0.00;0.00;0.94;2023-09-02 19:00:00+02:00;9.00;667.00;280.00;387.00;2023-09-02 17:00:00+00:00;42.00;42.00;42.00
2023-09-02;20;75.00;0.00;0.00;0.00;0.94;2023-09-02 20:00:00+02:00;9.00;639.00;148.00;491.00;2023-09-02 18:00:00+00:00;40.00;41.00;40.00
2023-09-02;21;75.00;0.00;0.00;0.00;0.94;2023-09-02 21:00:00+02:00;9.00;511.00;68.00;443.00;2023-09-02 19:00:00+00:00;41.00;41.00;41.00
2023-09-02;22;100.00;0.00;0.00;0.00;0.94;2023-09-02 22:00:00+02:00;9.00;382.00;108.00;274.00;2023-09-02 20:00:00+00:00;43.00;43.00;43.00
2023-09-02;23;83.00;0.00;0.00;0.00;0.94;2023-09-02 23:00:00+02:00;9.00;292.00;82.00;210.00;2023-09-02 21:00:00+00:00;43.00;44.00;43.00
2023-09-03;0;92.00;0.00;0.00;0.00;0.94;2023-09-03 00:00:00+02:00;9.00;191.00;39.00;152.00;2023-09-02 22:00:00+00:00;45.00;46.00;45.00
2023-09-03;1;67.00;0.00;0.00;0.00;0.94;2023-09-03 01:00:00+02:00;9.00;154.00;48.00;106.00;2023-09-02 23:00:00+00:00;46.00;46.00;45.00
2023-09-03;2;92.00;0.00;0.00;0.00;0.97;2023-09-03 02:00:00+02:00;9.00;81.00;20.00;61.00;2023-09-03 00:00:00+00:00;48.00;50.00;47.00
2023-09-03;3;67.00;0.00;0.00;0.00;0.97;2023-09-03 03:00:00+02:00;9.00;68.00;22.00;45.00;2023-09-03 01:00:00+00:00;48.00;47.00;48.00
2023-09-03;4;83.00;0.00;0.00;0.00;0.97;2023-09-03 04:00:00+02:00;9.00;48.00;8.00;40.00;2023-09-03 02:00:00+00:00;48.00;47.00;48.00
2023-09-03;5;83.00;0.00;0.00;0.00;0.97;2023-09-03 05:00:00+02:00;9.00;97.00;14.00;83.00;2023-09-03 03:00:00+00:00;46.00;46.00;46.00
2023-09-03;6;92.00;0.00;0.00;0.00;0.97;2023-09-03 06:00:00+02:00;9.00;96.00;26.00;70.00;2023-09-03 04:00:00+00:00;46.00;45.00;46.00
2023-09-03;7;92.00;0.00;0.00;0.00;0.97;2023-09-03 07:00:00+02:00;9.00;125.00;39.00;86.00;2023-09-03 05:00:00+00:00;46.00;47.00;46.00
2023-09-03;8;58.00;0.00;0.00;0.00;0.97;2023-09-03 08:00:00+02:00;9.00;235.00;69.00;166.00;2023-09-03 06:00:00+00:00;45.00;45.00;46.00
2023-09-03;9;100.00;0.00;0.00;0.00;0.97;2023-09-03 09:00:00+02:00;9.00;302.00;157.00;145.00;2023-09-03 07:00:00+00:00;46.00;46.00;46.00
2023-09-03;10;75.00;0.00;0.00;0.00;0.97;2023-09-03 10:00:00+02:00;9.00;447.00;103.00;344.00;2023-09-03 08:00:00+00:00;46.00;47.00;46.00
2023-09-03;11;92.00;0.00;0.00;0.00;0.97;2023-09-03 11:00:00+02:00;9.00;521.00;64.00;457.00;2023-09-03 09:00:00+00:00;46.00;47.00;46.00
2023-09-03;12;67.00;0.00;0.00;0.00;0.97;2023-09-03 12:00:00+02:00;9.00;621.00;64.00;556.00;2023-09-03 10:00:00+00:00;45.00;46.00;45.00
2023-09-03;13;92.00;0.00;0.00;0.00;0.97;2023-09-03 13:00:00+02:00;9.00;693.00;39.00;653.00;2023-09-03 11:00:00+00:00;44.00;43.00;44.00
2023-09-03;14;92.00;0.00;0.00;0.00;0.97;2023-09-03 14:00:00+02:00;9.00;716.00;111.00;604.00;2023-09-03 12:00:00+00:00;44.00;45.00;44.00
2023-09-03;15;67.00;0.00;0.00;0.00;0.97;2023-09-03 15:00:00+02:00;9.00;778.00;20.00;759.00;2023-09-03 13:00:00+00:00;42.00;38.00;42.00
