Datum (Ortszeit);Stunde des Tages (Ortszeit);Vollständigkeit;ZScore_Det0;ZScore_Det1;ZScore_Det2;hist_cor;localTime;month;qkfz;qlkw;qpkw;utc;vkfz;vlkw;vpkw
2023-09-01;12;50.00;-1.14;0.00;-2.03;0.87;2023-09-01 12:00:00+02:00;9.00;464.00;36.00;428.00;2023-09-01 10:00:00+00:00;55.00;55.00;55.00
2023-09-01;13;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 13:00:00+02:00;9.00;515.00;23.00;492.00;2023-09-01 11:00:00+00:00;54.00;54.00;54.00
2023-09-01;14;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 14:00:00+02:00;9.00;511.00;15.00;496.00;2023-09-01 12:00:00+00:00;53.00;52.00;53.00
2023-09-01;15;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 15:00:00+02:00;9.00;489.00;12.00;477.00;2023-09-01 13:00:00+00:00;53.00;53.00;53.00
2023-09-01;16;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 16:00:00+02:00;9.00;496.00;16.00;480.00;2023-09-01 14:00:00+00:00;55.00;55.00;55.00
2023-09-01;17;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 17:00:00+02:00;9.00;460.00;8.00;452.00;2023-09-01 15:00:00+00:00;56.00;55.00;56.00
2023-09-01;18;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 18:00:00+02:00;9.00;465.00;6.00;459.00;2023-09-01 16:00:00+00:00;57.00;58.00;57.00
2023-09-01;19;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 19:00:00+02:00;9.00;400.00;6.00;394.00;2023-09-01 17:00:00+00:00;56.00;56.00;56.00
2023-09-01;20;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 20:00:00+02:00;9.00;368.00;3.00;365.00;2023-09-01 18:00:00+00:00;54.00;56.00;54.00
2023-09-01;21;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 21:00:00+02:00;9.00;309.00;4.00;305.00;2023-09-01 19:00:00+00:00;54.00;55.00;54.00
2023-09-01;22;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 22:00:00+02:00;9.00;239.00;0.00;239.00;2023-09-01 20:00:00+00:00;55.00;NaN;55.00
2023-09-01;23;100.00;-1.14;0.00;-2.03;0.87;2023-09-01 23:00:00+02:00;9.00;215.00;1.00;214.00;2023-09-01 21:00:00+00:00;55.00;55.00;55.00
2023-09-02;0;17.00;-1.14;0.00;-2.03;0.87;2023-09-02 00:00:00+02:00;9.00;162.00;0.00;162.00;2023-09-01 22:00:00+00:00;51.00;NaN;51.00
2023-09-02;11;75.00;-0.33;0.00;-0.86;0.87;2023-09-02 11:00:00+02:00;9.00;468.00;5.00;463.00;2023-09-02 09:00:00+00:00;56.00;58.00;56.00
2023-09-02;12;75.00;-0.33;0.00;-0.86;0.87;2023-09-02 12:00:00+02:00;9.00;496.00;16.00;480.00;2023-09-02 10:00:00+00:00;55.00;54.00;55.00
2023-09-02;13;67.00;-0.33;0.00;-0.86;0.87;2023-09-02 13:00:00+02:00;9.00;471.00;10.00;460.00;2023-09-02 11:00:00+00:00;56.00;56.00;56.00
2023-09-02;14;83.00;-0.33;0.00;-0.86;0.87;2023-09-02 14:00:00+02:00;9.00;443.00;7.00;436.00;2023-09-02 12:00:00+00:00;55.00;56.00;55.00
2023-09-02;15;75.00;-0.33;0.00;-0.86;0.87;2023-09-02 15:00:00+02:00;9.00;507.00;4.00;503.00;2023-09-02 13:00:00+00:00;55.00;56.00;55.00
2023-09-02;16;58.00;-0.33;0.00;-0.86;0.87;2023-09-02 16:00:00+02:00;9.00;449.00;5.00;444.00;2023-09-02 14:00:00+00:00;56.00;57.00;56.00
2023-09-02;17;83.00;-0.33;0.00;-0.86;0.87;2023-09-02 17:00:00+02:00;9.00;450.00;7.00;443.00;2023-09-02 15:00:00+00:00;56.00;55.00;56.00
2023-09-02;18;83.00;-0.33;0.00;-0.86;0.87;2023-09-02 18:00:00+02:00;9.00;454.00;0.00;454.00;2023-09-02 16:00:00+00:00;55.00;NaN;55.00
2023-09-02;19;67.00;-0.33;0.00;-0.86;0.87;2023-09-02 19:00:00+02:00;9.00;504.00;8.00;496.00;2023-09-02 17:00:00+00:00;55.00;55.00;55.00
2023-09-02;20;67.00;-0.33;0.00;-0.86;0.87;2023-09-02 20:00:00+02:00;9.00;411.00;3.00;408.00;2023-09-02 18:00:00+00:00;51.00;52.00;51.00
2023-09-02;21;83.00;-0.33;0.00;-0.86;0.87;2023-09-02 21:00:00+02:00;9.00;335.00;1.00;334.00;2023-09-02 19:00:00+00:00;52.00;53.00;52.00
2023-09-02;22;83.00;-0.33;0.00;-0.86;0.87;2023-09-02 22:00:00+02:00;9.00;263.00;0.00;263.00;2023-09-02 20:00:00+00:00;53.00;NaN;53.00
2023-09-02;23;75.00;-0.33;0.00;-0.86;0.87;2023-09-02 23:00:00+02:00;9.00;249.00;1.00;248.00;2023-09-02 21:00:00+00:00;53.00;53.00;53.00
2023-09-03;0;100.00;-0.33;0.00;-0.86;0.87;2023-09-03 00:00:00+02:00;9.00;183.00;1.00;182.00;2023-09-02 22:00:00+00:00;55.00;58.00;55.00
2023-09-03;1;100.00;-0.33;0.00;-0.86;0.87;2023-09-03 01:00:00+02:00;9.00;150.00;0.00;150.00;2023-09-02 23:00:00+00:00;56.00;NaN;56.00
2023-09-03;2;100.00;0.33;-1.26;0.66;0.92;2023-09-03 02:00:00+02:00;9.00;97.00;0.00;97.00;2023-09-03 00:00:00+00:00;57.00;NaN;57.00
2023-09-03;3;100.00;0.33;-1.26;0.66;0.92;2023-09-03 03:00:00+02:00;9.00;68.00;0.00;68.00;2023-09-03 01:00:00+00:00;57.00;NaN;57.00
2023-09-03;4;100.00;0.33;-1.26;0.66;0.92;2023-09-03 04:00:00+02:00;9.00;65.00;0.00;65.00;2023-09-03 02:00:00+00:00;56.00;NaN;56.00
2023-09-03;5;100.00;0.33;-1.26;0.66;0.92;2023-09-03 05:00:00+02:00;9.00;90.00;1.00;89.00;2023-09-03 03:00:00+00:00;55.00;58.00;55.00
2023-09-03;6;100.00;0.33;-1.26;0.66;0.92;2023-09-03 06:00:00+02:00;9.00;99.00;2.00;97.00;2023-09-03 04:00:00+00:00;56.00;53.00;56.00
2023-09-03;7;100.00;0.33;-1.26;0.66;0.92;2023-09-03 07:00:00+02:00;9.00;111.00;1.00;110.00;2023-09-03 05:00:00+00:00;57.00;56.00;57.00
2023-09-03;8;100.00;0.33;-1.26;0.66;0.92;2023-09-03 08:00:00+02:00;9.00;153.00;2.00;151.00;2023-09-03 06:00:00+00:00;56.00;57.00;56.00
2023-09-03;9;100.00;0.33;-1.26;0.66;0.92;2023-09-03 09:00:00+02:00;9.00;273.00;3.00;270.00;2023-09-03 07:00:00+00:00;56.00;57.00;56.00
2023-09-03;10;100.00;0.33;-1.26;0.66;0.92;2023-09-03 10:00:00+02:00;9.00;332.00;3.00;329.00;2023-09-03 08:00:00+00:00;57.00;56.00;57.00
2023-09-03;11;100.00;0.33;-1.26;0.66;0.92;2023-09-03 11:00:00+02:00;9.00;353.00;6.00;347.00;2023-09-03 09:00:00+00:00;57.00;57.00;57.00
2023-09-03;12;100.00;0.33;-1.26;0.66;0.92;2023-09-03 12:00:00+02:00;9.00;426.00;3.00;423.00;2023-09-03 10:00:00+00:00;56.00;57.00;56.00
2023-09-03;13;100.00;0.33;-1.26;0.66;0.92;2023-09-03 13:00:00+02:00;9.00;428.00;6.00;422.00;2023-09-03 11:00:00+00:00;56.00;56.00;56.00
2023-09-03;14;100.00;0.33;-1.26;0.66;0.92;2023-09-03 14:00:00+02:00;9.00;433.00;5.00;428.00;2023-09-03 12:00:00+00:00;57.00;58.00;57.00
